set,concept,best_cluster,best_endoh_label,best_similarity
rag,heat stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.690157413482666
rag,thermal environment,Home_as_microenvironment,Thermal_comfort_in_home,0.7044422626495361
rag,heat exposure,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5907306671142578
rag,ambient temperature,Home_as_microenvironment,Thermal_comfort_in_home,0.5241791009902954
rag,extreme heat,At_the_global_level,Extreme_weather_Events,0.5329986810684204
rag,heatwave exposure,Extreme_weather_Events,Global_heat_Wave,0.5360713005065918
rag,urban heat islands,Home_as_microenvironment,Thermal_comfort_in_home,0.3845534920692444
rag,thermal discomfort,Home_as_microenvironment,Thermal_comfort_in_home,0.6200659275054932
rag,heat stress exposure,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.7439062595367432
rag,adaptive capacity,At_the_mesoenvironmental_level,Accesbility_to_transportation,0.28821948170661926
rag,heat strain,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.4788782000541687
rag,heat exhaustion,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5874696969985962
rag,cold stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5408980250358582
rag,dehydration risk,Exposure_to_toxins_home,Arsenic_drinking_Water,0.39162594079971313
rag,humidity-driven risk,Home_as_microenvironment,air_quality,0.438300222158432
rag,insulation,Home_as_microenvironment,Thermal_comfort_in_home,0.4806150197982788
rag,window film,Exposure_to_pollutants_workplace,Paint_chemical_inhalation,0.32701992988586426
rag,area-level greenness,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.7008297443389893
rag,tree canopy,Accessibility_to_green_space,loss_of_urban_forest,0.33892878890037537
rag,proximity to blue space,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.5650301575660706
rag,proximity to cooling centers,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.4093228578567505
rag,proximity to public parks,Accessibility_to_green_space,Parks_and_recreational_facility_gaps,0.6866182088851929
rag,subjective heat stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.6862702369689941
rag,objective heat stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.627737820148468
rag,heat-vulnerable chronic diseases,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.512254536151886
rag,heat health risk,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.6160051226615906
rag,spatial heat vulnerability,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.4993925392627716
rag,urban heat exposure,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5819056034088135
rag,mega-urban heat risk,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5142043232917786
rag,seasonal thermal variation,Extreme_weather_Events,Climatic_changes,0.6641850471496582
rag,heat risk,Home_as_microenvironment,Thermal_comfort_in_home,0.5530754327774048
rag,urban blue spaces,Local_community_infrastructre,Public_green_spaces,0.5615824460983276
rag,water surface environments,Home_as_microenvironment,water_quality,0.5148972272872925
rag,freshwater bodies,Home_as_microenvironment,water_quality,0.389386922121048
rag,lakes,Home_as_microenvironment,water_quality,0.37832432985305786
rag,ponds,Trans_boundary_pollution,acid_rain,0.3604758083820343
rag,rivers,Local_community_infrastructre,Flood_control_mechanisms,0.36505770683288574
rag,seas,Trans_boundary_pollution,Marine_pollution,0.5541529655456543
rag,artificial pools,Local_community_infrastructre,Flood_control_mechanisms,0.3653896152973175
rag,urban cooling effects,Exposure_to_pollutants_home,Poor_ventilation_effects,0.4720962643623352
rag,city-level cooling,Home_as_microenvironment,Thermal_comfort_in_home,0.4677585959434509
rag,water-resilient cities,At_the_mesoenvironmental_level,Community_resilience,0.5222127437591553
non_rag,ambient temperature variability,Extreme_weather_Events,Climatic_changes,0.5701161623001099
non_rag,radiant heat load,Extreme_weather_Events,Global_heat_Wave,0.49746015667915344
non_rag,surface albedo influence,Local_community_infrastructre,Street_lighting_quality,0.33838945627212524
non_rag,microclimate exposure,ENDOH_root_children,At_the_microenvironmental_level,0.393948495388031
