set,concept,best_cluster,best_endoh_label,best_similarity
rag,intersectional stressors,genetic_predisposition_disease,Environmental_triggers_Asthma,0.22276276350021362
rag,treatment-related stress,At_the_macroenvironmental_level,Mental_health_support_in_workplace,0.3962019383907318
rag,body image disturbance,Exposure_to_pollutants_home,Poor_ventilation_effects,0.2849050760269165
rag,appearance-related distress,At_the_Individual_level,Unregulated_cosmetic_use,0.38033515214920044
rag,therapy-induced psychological stress,At_the_macroenvironmental_level,Mental_health_support_in_workplace,0.4164021909236908
rag,physiological change–related anxiety,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.3722042143344879
rag,combat-related trauma,At_the_macroenvironmental_level,Physical_safety_measures_in_workplace,0.2800547182559967
rag,bereavement-related psychological distress,At_the_macroenvironmental_level,Mental_health_support_in_workplace,0.3357265293598175
rag,displacement-related anxiety,At_the_mesoenvironmental_level,Factors_affecting_mobility,0.26576194167137146
rag,displacement-related depression,At_the_mesoenvironmental_level,Factors_affecting_mobility,0.22938215732574463
rag,trauma-induced mental health effects,At_the_macroenvironmental_level,Mental_health_support_in_workplace,0.43530023097991943
rag,mind–body stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.3886820077896118
rag,environmental tolerability,At_the_Individual_level,Exposure_to_pollutants_home,0.5010632276535034
rag,environmental stress,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.5286879539489746
rag,social environment stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.48927852511405945
rag,psychosocial stress,At_the_macroenvironmental_level,Mental_health_support_in_workplace,0.45221102237701416
rag,chronic stress,Health_outcomes,Chronic_Disease,0.5564960241317749
rag,gut microbiota dysbiosis,Health_outcomes,Infectious_disease,0.28728586435317993
rag,stress-induced inflammation,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.4011540412902832
rag,stress-related hpa axis dysregulation,At_the_Individual_level,Exposure_to_toxins_workplace,0.28875821828842163
rag,stress-related sympathetic activation,genetic_predisposition_disease,Environmental_triggers_Asthma,0.3298627734184265
non_rag,air pollution–linked cognitive fatigue,At_the_mesoenvironmental_level,Level_of_pollution,0.4590744376182556
non_rag,urban heat stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.705451250076294
non_rag,light pollution insomnia,Home_as_microenvironment,Poor_indoor_light_quality,0.44076794385910034
non_rag,chemical exposure anxiety,At_the_Individual_level,Exposure_to_toxins_workplace,0.5549728274345398
non_rag,microplastic neurotoxicity,Exposure_to_toxins_home,Microplastic_drinking_Water,0.570647120475769
non_rag,wildfire smoke distress,At_the_global_level,Extreme_weather_Events,0.3603127896785736
non_rag,electromagnetic field tension,Home_as_microenvironment,Radiation_from_electronics,0.2789699137210846
non_rag,water contamination fear,Local_community_infrastructre,Contaminants_in_public_water_source,0.6397217512130737
non_rag,toxic mold irritability,Exposure_to_pollutants_home,Indoor_mold_growth,0.5655773878097534
non_rag,drought-related despair,Trans_boundary_pollution,acid_rain,0.3925993740558624
non_rag,flood trauma,Local_community_infrastructre,Flood_control_mechanisms,0.5425366759300232
non_rag,climate displacement stress,Extreme_weather_Events,Climatic_changes,0.6077876687049866
non_rag,ozone-related mood decline,Trans_boundary_pollution,Ozone_Depeletion,0.5399211049079895
non_rag,indoor air stagnation fatigue,Exposure_to_pollutants_home,Poor_ventilation_effects,0.4350494146347046
non_rag,deforestation grief,Accessibility_to_green_space,loss_of_urban_forest,0.5785551071166992
non_rag,coastal erosion anxiety,Local_community_infrastructre,Erosion_in_irrigation_channels,0.44122013449668884
non_rag,noise-vibration sensitivity,Exposure_to_pollutants_workplace,Industrial_noise_pollution,0.3988680839538574
non_rag,temperature variability irritability,Extreme_weather_Events,Climatic_changes,0.5036534070968628
non_rag,ultraviolet overexposure fatigue,Trans_boundary_pollution,Ozone_Depeletion,0.2523546814918518
non_rag,landscape degradation sadness,Accessibility_to_green_space,loss_of_urban_forest,0.47308146953582764
non_rag,particulate matter–associated depression,Home_as_microenvironment,air_quality,0.3898460268974304
non_rag,humidity fluctuation discomfort,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.3735469877719879
non_rag,radiation exposure unease,Home_as_microenvironment,Radiation_from_electronics,0.5573042631149292
non_rag,soil contamination worry,Trans_boundary_pollution,Soil_pollution,0.7186951041221619
non_rag,ecosystem collapse distress,At_the_global_level,Bio_diversity_loss,0.4583364725112915
non_rag,biodiversity loss melancholy,At_the_global_level,Bio_diversity_loss,0.6052994728088379
non_rag,haze-related confusion,Home_as_microenvironment,air_quality,0.4997212290763855
non_rag,environmental toxin–induced irritability,At_the_Individual_level,Exposure_to_toxins_home,0.707890510559082
non_rag,poor ventilation lethargy,Exposure_to_pollutants_home,Poor_ventilation_effects,0.8142093420028687
non_rag,thermal discomfort agitation,Home_as_microenvironment,Thermal_comfort_in_home,0.5349551439285278
non_rag,storm-induced anxiety,genetic_predisposition_disease,Environmental_triggers_Asthma,0.3529648184776306
