set,concept,best_cluster,best_endoh_label,best_similarity
rag,plastic pollution,At_the_mesoenvironmental_level,Level_of_pollution,0.6287064552307129
rag,fossil fuel-derived polymers,Home_as_microenvironment,Exposure_to_synthetic_materials,0.41269007325172424
rag,greenhouse gas emissions,At_the_mesoenvironmental_level,Level_of_pollution,0.4801694452762604
rag,toxic air emissions,At_the_mesoenvironmental_level,Level_of_pollution,0.6671972274780273
rag,water contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.7417128682136536
rag,soil contamination,Trans_boundary_pollution,Soil_pollution,0.7887349128723145
rag,chemical residues,Trans_boundary_pollution,Organic_pollutants,0.456744909286499
rag,pollutant exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.8545776605606079
rag,food packaging contaminants,Local_community_infrastructre,Contaminants_in_public_water_source,0.5208454728126526
rag,environmental pollutants in food systems,Trans_boundary_pollution,Organic_pollutants,0.6668572425842285
rag,food availability,Local_community_infrastructre,Access_to_nutritious_food,0.6319190263748169
rag,food utilization,Local_community_infrastructre,Access_to_nutritious_food,0.6377056837081909
rag,food production,Local_community_infrastructre,Access_to_nutritious_food,0.5066404342651367
rag,under-nutrition,Local_community_infrastructre,Access_to_nutritious_food,0.5291383266448975
rag,malnutrition,Local_community_infrastructre,Access_to_nutritious_food,0.5351271033287048
rag,balanced diet,At_the_Individual_level,High_fat_diet_Risk,0.46591752767562866
rag,nutritional deficiency,Local_community_infrastructre,Access_to_nutritious_food,0.45242661237716675
rag,diet-related health outcomes,ENDOH_root_children,Health_outcomes,0.6871955394744873
rag,toxic emissions,At_the_mesoenvironmental_level,Level_of_pollution,0.6513122320175171
rag,air pollution,Home_as_microenvironment,air_quality,0.7948118448257446
rag,water pollution,Home_as_microenvironment,water_quality,0.7701163291931152
rag,plastic chemical contamination,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.6130955219268799
rag,endocrine disruption,At_the_global_level,Rising_sea_level,0.2610529661178589
rag,chemical persistence,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.5024961233139038
rag,bioaccumulation,At_the_global_level,Bio_diversity_loss,0.41169625520706177
rag,chemical mobility,At_the_mesoenvironmental_level,Factors_affecting_mobility,0.5563433170318604
rag,food packaging contamination,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.5156092047691345
rag,plastic migration into food,Exposure_to_toxins_home,Microplastic_drinking_Water,0.46278637647628784
rag,agricultural plastic pollution,Trans_boundary_pollution,Soil_pollution,0.5753797888755798
rag,aquaculture plastic pollution,Trans_boundary_pollution,Marine_pollution,0.6479922533035278
rag,microplastic pollution,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7597670555114746
rag,nanoplastic pollution,Exposure_to_toxins_home,Microplastic_drinking_Water,0.5757189989089966
rag,macroplastic pollution,At_the_mesoenvironmental_level,Level_of_pollution,0.5883307456970215
rag,undernutrition,Local_community_infrastructre,Access_to_nutritious_food,0.48701661825180054
rag,micronutrient deficiency,Local_community_infrastructre,Access_to_nutritious_food,0.2982897162437439
rag,vitamin a deficiency,At_the_Individual_level,genetic_predisposition_disease,0.2888071537017822
rag,zinc deficiency,At_the_Individual_level,genetic_predisposition_disease,0.2567330598831177
rag,iodine deficiency,Exposure_to_toxins_home,Arsenic_drinking_Water,0.2911600172519684
rag,anemia,Health_outcomes,Infectious_disease,0.2834899127483368
rag,low birth weight,At_the_Individual_level,High_fat_diet_Risk,0.2670808434486389
rag,child stunting,Respiratory_disease,Asthma,0.2636834383010864
rag,child wasting,Local_community_infrastructre,Waste_managment_facility,0.3941756784915924
rag,overweight,At_the_Individual_level,High_fat_diet_Risk,0.5327762365341187
rag,obesity,At_the_Individual_level,High_fat_diet_Risk,0.6036421060562134
rag,nutrition insecurity,Local_community_infrastructre,Access_to_nutritious_food,0.534878671169281
rag,food demand,Local_community_infrastructre,Access_to_nutritious_food,0.5656192302703857
rag,water supply,Home_as_microenvironment,water_quality,0.5388404726982117
rag,agricultural sustainability,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.4493315815925598
rag,crop yield,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.38645851612091064
rag,soil fertility,Trans_boundary_pollution,Soil_pollution,0.6071161031723022
rag,nutrition security,Local_community_infrastructre,Access_to_nutritious_food,0.6601685881614685
rag,food supply,Local_community_infrastructre,Access_to_nutritious_food,0.5865418910980225
rag,agricultural resources,Built_in_environment,land_use_planning,0.44283074140548706
rag,microplastic contamination,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7786831855773926
rag,plastic-associated chemical exposure,Home_as_microenvironment,Exposure_to_synthetic_materials,0.6406099796295166
rag,food contact chemical migration,ENDOH_root_children,At_the_microenvironmental_level,0.31199711561203003
rag,polymer leaching,Local_community_infrastructre,Waste_recycling_facilities,0.40028196573257446
rag,contaminated food packaging,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.5174922347068787
rag,chemical additives in plastics,Home_as_microenvironment,Exposure_to_synthetic_materials,0.4940783381462097
rag,environmental plastic degradation,Exposure_to_toxins_home,Microplastic_drinking_Water,0.505376398563385
rag,soil contamination from plastics,Trans_boundary_pollution,Soil_pollution,0.6151478290557861
rag,water contamination from plastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6830642223358154
rag,bioaccumulation of plastic-derived toxins,Chronic_Disease,toxin_induced_cancer_risk,0.5388467311859131
rag,agricultural plastic waste,Local_community_infrastructre,Waste_recycling_facilities,0.5894930362701416
rag,plastic mulch residues,Local_community_infrastructre,Waste_recycling_facilities,0.3459334969520569
rag,food chain contamination,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.465025931596756
rag,endocrine-disrupting chemicals,Trans_boundary_pollution,Organic_pollutants,0.4831741154193878
rag,persistent organic pollutants,Trans_boundary_pollution,Organic_pollutants,0.8658300042152405
rag,toxicant transfer to crops,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.6136819124221802
rag,environmental chemical exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.7125424146652222
rag,food safety risk from packaging materials,Local_community_infrastructre,Access_to_nutritious_food,0.3604660928249359
non_rag,soil micronutrient depletion,Trans_boundary_pollution,Soil_pollution,0.5642099976539612
non_rag,irrigation water contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.6234006881713867
non_rag,mycotoxin accumulation,At_the_Individual_level,Exposure_to_toxins_workplace,0.30706432461738586
non_rag,heavy metal uptake,Home_as_microenvironment,Exposure_to_synthetic_materials,0.33170855045318604
non_rag,antibiotic residues,Trans_boundary_pollution,Organic_pollutants,0.3494245707988739
non_rag,endocrine-disrupting agrochemicals,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.4594295024871826
non_rag,nitrate leaching,Trans_boundary_pollution,Soil_pollution,0.43947726488113403
non_rag,microplastic ingestion,Exposure_to_toxins_home,Microplastic_drinking_Water,0.79648357629776
non_rag,climate-induced crop stress,Extreme_weather_Events,Climatic_changes,0.5172460675239563
non_rag,salinity intrusion,Local_community_infrastructre,Contaminants_in_public_water_source,0.4002220630645752
non_rag,aflatoxin contamination,Exposure_to_pollutants_home,Asbestos_Exposure_home,0.4796985685825348
non_rag,zoonotic spillover,Trans_boundary_pollution,acid_rain,0.2946399450302124
non_rag,soil microbiome disruption,Trans_boundary_pollution,Soil_pollution,0.4969884753227234
non_rag,crop genetic erosion,Local_community_infrastructre,Erosion_in_irrigation_channels,0.5531439781188965
non_rag,photochemical smog deposition,At_the_mesoenvironmental_level,Level_of_pollution,0.38666725158691406
non_rag,bioaccumulation in aquatic food webs,Trans_boundary_pollution,Marine_pollution,0.4099271595478058
non_rag,post-harvest fungal growth,Exposure_to_pollutants_home,Indoor_mold_growth,0.5264410376548767
non_rag,pesticide drift,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.6480302810668945
non_rag,nutrient runoff eutrophication,Trans_boundary_pollution,Soil_pollution,0.45583590865135193
non_rag,thermal stress on livestock,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.4620833396911621
non_rag,ultraviolet radiation effects on crops,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.4250318706035614
non_rag,volatile organic compound emissions,Trans_boundary_pollution,Organic_pollutants,0.7164405584335327
non_rag,soil carbon loss,Trans_boundary_pollution,Soil_pollution,0.5828880667686462
non_rag,acid rain impact on crops,Trans_boundary_pollution,acid_rain,0.778552234172821
non_rag,vector proliferation in irrigated fields,Trans_boundary_pollution,Soil_pollution,0.29796847701072693
non_rag,algal toxin transfer,Chronic_Disease,toxin_induced_cancer_risk,0.4194034934043884
non_rag,waterborne pathogen contamination,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.6928610801696777
non_rag,dust-borne contaminants,Local_community_infrastructre,Contaminants_in_public_water_source,0.600593626499176
non_rag,atmospheric nitrogen deposition,Home_as_microenvironment,air_quality,0.44605982303619385
non_rag,food irradiation byproducts,Home_as_microenvironment,Radiation_from_electronics,0.4654507040977478
