set,concept,best_cluster,best_endoh_label,best_similarity
rag,chemical exposure,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.6572805643081665
rag,microbial exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.5541607737541199
rag,drug exposure,At_the_Individual_level,Exposure_to_pollutants_workplace,0.5482109785079956
rag,dietary exposure,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.6039034724235535
rag,metabolic byproducts,Trans_boundary_pollution,Organic_pollutants,0.3563784956932068
rag,endogenous biological intermediates,At_the_global_level,Bio_diversity_loss,0.2736146152019501
rag,ozone exposure,Trans_boundary_pollution,Ozone_Depeletion,0.6622024774551392
rag,air pollution exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.7401080131530762
rag,ambient ozone,Trans_boundary_pollution,Ozone_Depeletion,0.6897736191749573
rag,oxidative air pollutants,Trans_boundary_pollution,Organic_pollutants,0.6309075951576233
rag,atmospheric oxidant exposure,At_the_Individual_level,Exposure_to_pollutants_workplace,0.5779144167900085
rag,inhaled pollutants,At_the_Individual_level,Exposure_to_pollutants_home,0.6277662515640259
rag,environmental ozone concentration,Trans_boundary_pollution,Ozone_Depeletion,0.6183644533157349
rag,tropospheric ozone,Trans_boundary_pollution,Ozone_Depeletion,0.6023699045181274
rag,environmental exposures,At_the_Individual_level,Exposure_to_pollutants_home,0.7552130818367004
rag,toxicant exposure,At_the_Individual_level,Exposure_to_toxins_home,0.693294882774353
rag,environmental pollutant exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.8485321998596191
rag,xenobiotic metabolism,At_the_global_level,Bio_diversity_loss,0.30080485343933105
rag,biomarker exposure,At_the_Individual_level,Exposure_to_toxins_workplace,0.42121484875679016
rag,metabolite exposure,At_the_Individual_level,Exposure_to_pollutants_workplace,0.5745866298675537
rag,molecular contaminant exposure,Local_community_infrastructre,Contaminants_in_public_water_source,0.6423645615577698
rag,occupational chemical exposure,At_the_Individual_level,Exposure_to_pollutants_workplace,0.7409096956253052
rag,exposome profiling,ENDOH_root_children,At_the_global_level,0.2076025754213333
rag,environmental toxicology,At_the_Individual_level,Exposure_to_toxins_home,0.6427512168884277
rag,oxidant gas exposure,Exposure_to_pollutants_home,Carbon_monoxide_Exposure,0.5744293332099915
rag,fine particulate matter exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.566617488861084
rag,ambient air pollution,Home_as_microenvironment,air_quality,0.7120416760444641
rag,airborne pollutant exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.727588415145874
rag,particulate air contamination,Home_as_microenvironment,air_quality,0.6953177452087402
rag,respiratory irritant exposure,Chronic_Disease,Respiratory_disease,0.5880115032196045
rag,dna adduct formation,At_the_Individual_level,genetic_predisposition_disease,0.18601857125759125
rag,epigenetic modification,At_the_Individual_level,genetic_predisposition_disease,0.3747648000717163
rag,enzyme disruption,Chronic_Disease,toxin_induced_cancer_risk,0.2981085777282715
rag,reactive oxygen species,Trans_boundary_pollution,Ozone_Depeletion,0.3793466091156006
rag,reactive nitrogen species,Trans_boundary_pollution,Organic_pollutants,0.38034623861312866
non_rag,parasitic infection,Health_outcomes,Infectious_disease,0.6422183513641357
non_rag,mycotoxin exposure,At_the_Individual_level,Exposure_to_toxins_workplace,0.4561868906021118
