set,concept,best_cluster,best_endoh_label,best_similarity
rag,increased precipitation,Extreme_weather_Events,Climatic_changes,0.5617051124572754
rag,rising temperatures,Extreme_weather_Events,Climatic_changes,0.569665789604187
rag,severe storms,At_the_global_level,Extreme_weather_Events,0.6155158877372742
rag,virus spread,Health_outcomes,Infectious_disease,0.5633200407028198
rag,extreme climate events,At_the_global_level,Extreme_weather_Events,0.877602219581604
rag,biodiversity loss,At_the_global_level,Bio_diversity_loss,0.7521807551383972
rag,zoonoses,Health_outcomes,Infectious_disease,0.26609134674072266
rag,altered ecosystems,ENDOH_root_children,At_the_microenvironmental_level,0.5181026458740234
rag,temperature-related death and illness,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.3561254143714905
rag,vector-borne diseases,Health_outcomes,Infectious_disease,0.5847066640853882
rag,water-related illnesses,Home_as_microenvironment,water_quality,0.5757511854171753
rag,foodborne illness,Health_outcomes,Infectious_disease,0.4798129200935364
rag,air quality impacts,Home_as_microenvironment,air_quality,0.7941602468490601
rag,zoonotic diseases,Health_outcomes,Infectious_disease,0.5080739259719849
rag,arbovirus transmission,Local_community_infrastructre,Airborne_disease_transmission_in_public_spaces,0.439071923494339
rag,global warming,Extreme_weather_Events,Climatic_changes,0.5354321002960205
rag,rising atmospheric temperature,Extreme_weather_Events,Climatic_changes,0.5266583561897278
rag,ocean warming,At_the_global_level,Ocean_acidification,0.5872753262519836
rag,ice melt,Extreme_weather_Events,Global_heat_Wave,0.30596840381622314
rag,sea level rise,At_the_global_level,Rising_sea_level,0.9361371994018555
rag,heat waves,Extreme_weather_Events,Global_heat_Wave,0.7411901950836182
rag,droughts,At_the_global_level,Desertification,0.5215578675270081
rag,storms,At_the_global_level,Extreme_weather_Events,0.5225571393966675
rag,increased greenhouse gases,Extreme_weather_Events,Climatic_changes,0.4694211184978485
rag,altered natural patterns,Extreme_weather_Events,Climatic_changes,0.35511407256126404
rag,severe natural events,At_the_global_level,Extreme_weather_Events,0.4963153004646301
rag,storm-driven virus spread,Health_outcomes,Infectious_disease,0.412180095911026
rag,environmental effects,At_the_mesoenvironmental_level,Level_of_pollution,0.6081254482269287
rag,infectious diseases,Health_outcomes,Infectious_disease,0.9727954864501953
rag,air pollution,Home_as_microenvironment,air_quality,0.7948118448257446
rag,extreme heat,At_the_global_level,Extreme_weather_Events,0.5329986810684204
rag,standing water,Local_community_infrastructre,Access_to_clean_Water,0.45666685700416565
rag,wildfires,At_the_global_level,Extreme_weather_Events,0.4323093593120575
rag,contaminated drinking water,Local_community_infrastructre,Contaminants_in_public_water_source,0.7059890031814575
rag,vector-borne disease,Health_outcomes,Infectious_disease,0.5906053781509399
rag,arboviruses,Health_outcomes,Infectious_disease,0.4489697515964508
rag,drought,Trans_boundary_pollution,acid_rain,0.5279707908630371
rag,flood-related outbreaks,Local_community_infrastructre,Flood_control_mechanisms,0.5079070329666138
rag,thunderstorms,At_the_global_level,Extreme_weather_Events,0.4780955910682678
rag,changes in rainfall patterns,Extreme_weather_Events,Climatic_changes,0.6483587622642517
rag,permafrost thawing,Extreme_weather_Events,Climatic_changes,0.30510926246643066
rag,sea-level rise,At_the_global_level,Rising_sea_level,0.9362214207649231
rag,hurricanes,At_the_global_level,Extreme_weather_Events,0.36391788721084595
rag,urban heat island effect,Extreme_weather_Events,Global_heat_Wave,0.43515700101852417
rag,surface temperature modification,Extreme_weather_Events,Climatic_changes,0.33829209208488464
rag,heat exposure,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5907306671142578
rag,ambient temperature rise,Extreme_weather_Events,Climatic_changes,0.4664565920829773
rag,cooling interventions,Home_as_microenvironment,Thermal_comfort_in_home,0.44367122650146484
rag,greenness exposure,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.5607292652130127
rag,proximity to water bodies,Local_community_infrastructre,Access_to_clean_Water,0.4677751064300537
rag,microclimate regulation,ENDOH_root_children,At_the_microenvironmental_level,0.3506728708744049
rag,heat-related illness,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.6117572784423828
rag,thermal stress,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.586616039276123
non_rag,vector range expansion,At_the_global_level,Rising_sea_level,0.2792688310146332
non_rag,altered pathogen incubation,Health_outcomes,Infectious_disease,0.5347616076469421
non_rag,precipitation-driven contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.5577696561813354
non_rag,salinity-induced microbial shifts,At_the_global_level,Ocean_acidification,0.40994852781295776
non_rag,permafrost pathogen release,Health_outcomes,Infectious_disease,0.3359626531600952
non_rag,aerosolized spore dispersion,Home_as_microenvironment,Indoor_air_purification,0.38484007120132446
non_rag,stagnant water proliferation,Home_as_microenvironment,water_quality,0.5164153575897217
non_rag,soil moisture variation,Trans_boundary_pollution,Soil_pollution,0.48427268862724304
non_rag,ultraviolet radiation effects,Home_as_microenvironment,Radiation_from_electronics,0.4571002125740051
non_rag,ocean warming–linked algal blooms,At_the_global_level,Ocean_acidification,0.5010020732879639
non_rag,windborne dust transmission,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.5306364297866821
non_rag,temperature-dependent viral replication,Health_outcomes,Infectious_disease,0.35167980194091797
non_rag,altered host migration,At_the_global_level,Bio_diversity_loss,0.23889894783496857
non_rag,extreme weather–mediated exposure,At_the_global_level,Extreme_weather_Events,0.6466524600982666
non_rag,humidity-modulated droplet persistence,Home_as_microenvironment,Indoor_air_purification,0.2946946322917938
non_rag,floodplain bacterial amplification,Local_community_infrastructre,Flood_control_mechanisms,0.4592147767543793
non_rag,drought-enhanced particulate exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.4891347587108612
non_rag,wildfire smoke toxicants,At_the_Individual_level,Exposure_to_pollutants_home,0.4063708186149597
non_rag,sea-level rise–associated waterborne spread,At_the_global_level,Rising_sea_level,0.730190634727478
non_rag,ecosystem biodiversity loss–driven pathogen dynamics,At_the_global_level,Bio_diversity_loss,0.5956919193267822
non_rag,glacial melt microbial release,Exposure_to_toxins_home,Microplastic_drinking_Water,0.3363978862762451
non_rag,altered seasonal phenology,Extreme_weather_Events,Climatic_changes,0.5527775287628174
non_rag,thermal stress on host immunity,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.39310353994369507
non_rag,rainfall pattern disruption,At_the_global_level,Extreme_weather_Events,0.4909652769565582
non_rag,vegetation cover change–mediated vector habitat,Extreme_weather_Events,Climatic_changes,0.34644371271133423
non_rag,urban heat island microclimates,ENDOH_root_children,At_the_microenvironmental_level,0.41979581117630005
non_rag,shifting isotherms and disease niches,At_the_global_level,Bio_diversity_loss,0.39886972308158875
non_rag,altered hydrological cycles,Extreme_weather_Events,Climatic_changes,0.5606666803359985
non_rag,nutrient runoff–stimulated cyanobacterial blooms,At_the_global_level,Ocean_acidification,0.40243595838546753
non_rag,soil desiccation–linked fungal outbreaks.,Trans_boundary_pollution,Soil_pollution,0.43136152625083923
