set,concept,best_cluster,best_endoh_label,best_similarity
rag,microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7667194604873657
rag,emerging contaminants,Local_community_infrastructre,Contaminants_in_public_water_source,0.7154704332351685
rag,plastic degradation,Home_as_microenvironment,Exposure_to_synthetic_materials,0.4489460587501526
rag,aquatic ecosystem contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.6343083381652832
rag,human exposure through food and water,Local_community_infrastructre,Contaminants_in_public_water_source,0.6190475225448608
rag,ecological toxicity,At_the_Individual_level,Exposure_to_toxins_home,0.5912619233131409
rag,advanced oxidation processes,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.2991451621055603
rag,pollutant degradation,Trans_boundary_pollution,Organic_pollutants,0.6701421737670898
rag,freshwater contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.6535446643829346
rag,environmental remediation,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.5405757427215576
rag,microplastic occurrence,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7084227800369263
rag,drinking water contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.7149267196655273
rag,treated water pollution,Home_as_microenvironment,water_quality,0.6896394491195679
rag,raw water contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.6920258402824402
rag,microplastic fate,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7165555953979492
rag,small-sized microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6965233087539673
rag,pigmented particles,Exposure_to_pollutants_workplace,Paint_chemical_inhalation,0.4555204212665558
rag,synthetic polymer contamination,Home_as_microenvironment,Exposure_to_synthetic_materials,0.6764707565307617
rag,bottled water contamination,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.6325713396072388
rag,microplastic inhalation,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6490868926048279
rag,dermal microplastic exposure,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6157932281494141
rag,mixture toxicity,At_the_Individual_level,Exposure_to_toxins_home,0.47593221068382263
rag,ecological risk assessment,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.5846394300460815
rag,threshold concentration of microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6559844017028809
rag,particle size,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.2431010752916336
rag,polymer type,Home_as_microenvironment,Exposure_to_synthetic_materials,0.33104407787323
rag,weathered microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7010228037834167
rag,unweathered microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6744619607925415
rag,carrier of toxic chemicals,Trans_boundary_pollution,Organic_pollutants,0.4891568720340729
rag,endocrine disorders,At_the_Individual_level,genetic_predisposition_disease,0.33221352100372314
rag,human health risk assessment,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.5711897611618042
rag,microplastic exposure,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7060011625289917
rag,endocrine disturbance,genetic_predisposition_disease,Environmental_triggers_Asthma,0.2774142920970917
rag,reproductive toxicity,At_the_Individual_level,Exposure_to_toxins_home,0.43596407771110535
rag,oxidative stress,At_the_Individual_level,Exposure_to_toxins_workplace,0.3647812008857727
rag,polystyrene microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6487208604812622
rag,environmental toxicants,Trans_boundary_pollution,Organic_pollutants,0.6792030334472656
rag,infectious disease transmission via microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6106642484664917
rag,microplastic pollution,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7597670555114746
rag,genotoxicity,At_the_Individual_level,genetic_predisposition_disease,0.4784473776817322
rag,reproductive impairments,At_the_Individual_level,genetic_predisposition_disease,0.400110125541687
rag,organ inflammation,Respiratory_disease,Bronchitis,0.4009639620780945
rag,neurotoxicity,At_the_Individual_level,Exposure_to_toxins_workplace,0.4350934624671936
rag,cellular damage,toxin_induced_cancer_risk,Lung_cancer,0.3267812728881836
rag,immune system disruption,Health_outcomes,Infectious_disease,0.4059674143791199
rag,aquatic food chain contamination,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.5900939702987671
rag,plastic waste management,Local_community_infrastructre,Waste_recycling_facilities,0.6867844462394714
rag,single-use plastic pollution,At_the_mesoenvironmental_level,Level_of_pollution,0.5653592348098755
rag,biodegradable alternatives,At_the_global_level,Bio_diversity_loss,0.392831027507782
rag,plastic-free packaging,Exposure_to_toxins_home,Microplastic_drinking_Water,0.354376882314682
rag,polypropylene contamination,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.4733726680278778
rag,polyethylene contamination,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.5003724694252014
rag,polyvinyl chloride contamination,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.5797601938247681
rag,polyethylene terephthalate contamination,Home_as_microenvironment,Exposure_to_synthetic_materials,0.44552651047706604
rag,microplastic fragments,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6733940839767456
rag,microplastic fibres,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6415283679962158
rag,tap water contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.6854280233383179
rag,polymer type distribution,Home_as_microenvironment,Exposure_to_synthetic_materials,0.2716684341430664
rag,environmental microplastic pollution,Exposure_to_toxins_home,Microplastic_drinking_Water,0.7636512517929077
rag,particle morphology,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.25712597370147705
non_rag,pfas contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.4782101511955261
non_rag,pharmaceutical residues,Exposure_to_pollutants_workplace,Paint_chemical_inhalation,0.3633650541305542
non_rag,endocrine-disrupting compounds,Trans_boundary_pollution,Organic_pollutants,0.47481662034988403
non_rag,wastewater effluent exposure,Local_community_infrastructre,Contaminants_in_public_water_source,0.5691940784454346
non_rag,tire wear particles,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.3080615699291229
non_rag,synthetic textile fibers,Home_as_microenvironment,Exposure_to_synthetic_materials,0.48360544443130493
non_rag,atmospheric microplastic deposition,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6607521772384644
non_rag,leachate migration,ENDOH_root_children,At_the_mesoenvironmental_level,0.37183719873428345
non_rag,sediment contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.6079437732696533
non_rag,trophic transfer,At_the_mesoenvironmental_level,Accesbility_to_transportation,0.4142080545425415
non_rag,microplastic sorption of pollutants,Exposure_to_toxins_home,Microplastic_drinking_Water,0.668109118938446
non_rag,advanced oxidation byproducts,Home_as_microenvironment,Exposure_to_synthetic_materials,0.32804203033447266
non_rag,antibiotic resistance genes,At_the_Individual_level,genetic_predisposition_disease,0.29995888471603394
non_rag,heavy metal co-contamination,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.51371169090271
non_rag,bisphenol analogs,Trans_boundary_pollution,Organic_pollutants,0.3283807635307312
non_rag,flame retardant residues,Exposure_to_pollutants_workplace,Paint_chemical_inhalation,0.39364057779312134
non_rag,volatile organic compound emissions,Trans_boundary_pollution,Organic_pollutants,0.7164405584335327
non_rag,landfill leachate infiltration,Local_community_infrastructre,Waste_recycling_facilities,0.48686134815216064
non_rag,urban runoff contaminants,Local_community_infrastructre,Contaminants_in_public_water_source,0.6749196648597717
non_rag,agricultural pesticide drift,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.7515069246292114
non_rag,microbe–plastic interactions,Exposure_to_toxins_home,Microplastic_drinking_Water,0.4967282712459564
non_rag,photodegradation products,Home_as_microenvironment,Exposure_to_synthetic_materials,0.38599228858947754
non_rag,sludge-amended soil exposure,Trans_boundary_pollution,Soil_pollution,0.583820641040802
non_rag,nanomaterial transformation,Home_as_microenvironment,Exposure_to_synthetic_materials,0.1972249150276184
non_rag,halogenated solvent residues,Trans_boundary_pollution,Organic_pollutants,0.2915211319923401
non_rag,persistent organic pollutants,Trans_boundary_pollution,Organic_pollutants,0.8658300042152405
non_rag,microplastic-mediated pathogen transport,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6055233478546143
non_rag,tire-derived nanorubber particles,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.23996298015117645
non_rag,polymer degradation additives,Home_as_microenvironment,Exposure_to_synthetic_materials,0.41918516159057617
non_rag,drinking water treatment byproducts,Exposure_to_toxins_home,Microplastic_drinking_Water,0.5731102824211121
non_rag,stormwater micropollutants,Exposure_to_toxins_home,Microplastic_drinking_Water,0.4386153519153595
non_rag,atmospheric deposition of pfas,Home_as_microenvironment,air_quality,0.36553797125816345
non_rag,coastal sediment microplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6793357729911804
non_rag,biofilm formation on plastics,Local_community_infrastructre,Bacterial_contamination_in_water_storage_tanks,0.45437830686569214
non_rag,microplastic vectoring of hydrophobic contaminants,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6487880945205688
non_rag,secondary microplastic formation,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6663479804992676
non_rag,wastewater-derived nanoplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6969549655914307
non_rag,microplastic uptake in crops,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6924799084663391
non_rag,airborne nanoplastics,Exposure_to_toxins_home,Microplastic_drinking_Water,0.45251402258872986
non_rag,polymer-bound heavy metals,Home_as_microenvironment,Exposure_to_synthetic_materials,0.3373366594314575
non_rag,oceanic microplastic gyres,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6031864881515503
non_rag,microplastic weathering processes,Exposure_to_toxins_home,Microplastic_drinking_Water,0.619809091091156
non_rag,freshwater nanoplastic dispersion,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6428036689758301
non_rag,soil microplastic accumulation,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6491827964782715
non_rag,photochemical aging of plastics,Home_as_microenvironment,Exposure_to_synthetic_materials,0.37459269165992737
non_rag,environmental nanocarrier toxicity,Exposure_to_pollutants_home,Carbon_monoxide_Exposure,0.4201161861419678
non_rag,microplastic-induced oxidative stress,Exposure_to_toxins_home,Microplastic_drinking_Water,0.6228837966918945
