set,concept,best_cluster,best_endoh_label,best_similarity
rag,indoor air pollution,Home_as_microenvironment,Indoor_air_purification,0.7534162998199463
rag,bioaerosols,At_the_global_level,Bio_diversity_loss,0.3862531781196594
rag,indoor fungi,Exposure_to_pollutants_home,Indoor_mold_growth,0.6959313154220581
rag,indoor bacteria,Exposure_to_pollutants_home,Indoor_mold_growth,0.6004047989845276
rag,indoor dust,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.6254105567932129
rag,indoor irritants,Exposure_to_pollutants_home,Indoor_mold_growth,0.5231202244758606
rag,indoor environmental quality,Home_as_microenvironment,Poor_indoor_light_quality,0.6344584226608276
rag,exposure duration,At_the_Individual_level,Exposure_to_pollutants_home,0.3245288133621216
rag,exposure level,At_the_mesoenvironmental_level,Level_of_pollution,0.5100010633468628
rag,nature exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.5480074882507324
rag,built environment,At_the_mesoenvironmental_level,Built_in_environment,0.9321415424346924
rag,green space,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.7424479722976685
rag,access to outside space,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.574012279510498
rag,urbanicity,Local_community_infrastructre,Public_green_spaces,0.43214184045791626
rag,neighbourhood environmental quality,Built_in_environment,housing_quality,0.5834540128707886
rag,ventilation,Exposure_to_pollutants_home,Poor_ventilation_effects,0.7566426992416382
rag,indoor space,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.5450372099876404
rag,proximity to green space,At_the_mesoenvironmental_level,Accessibility_to_green_space,0.8147011995315552
rag,proximity to local facilities,Accessibility_to_green_space,Parks_and_recreational_facility_gaps,0.5231886506080627
rag,proximity to public transport,At_the_mesoenvironmental_level,Accesbility_to_transportation,0.5213906764984131
rag,proximity to active transport options,At_the_mesoenvironmental_level,Accesbility_to_transportation,0.5460444092750549
rag,indoor cold exposure,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5260925889015198
rag,indoor air pollutants,At_the_Individual_level,Exposure_to_pollutants_home,0.7235766649246216
rag,poor housing conditions,Built_in_environment,housing_quality,0.7801937460899353
rag,air tightness,Home_as_microenvironment,air_quality,0.5120245218276978
rag,heat loss,Home_as_microenvironment,Thermal_comfort_in_home,0.42783769965171814
rag,indoor airborne hazards,Local_community_infrastructre,Airborne_disease_transmission_in_public_spaces,0.6776841878890991
rag,exposure to environmental hazards,At_the_Individual_level,Exposure_to_hazards_lifestyle_factors,0.7755980491638184
rag,housing modifications,Built_in_environment,housing_quality,0.6694757342338562
rag,housing standards,Built_in_environment,housing_quality,0.711681604385376
rag,heat-related indoor environment,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.7543190717697144
rag,extreme heat exposure,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.6099075078964233
rag,indoor temperature,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.6060928702354431
rag,thermal comfort,Home_as_microenvironment,Thermal_comfort_in_home,0.891517698764801
rag,indoor air quality,Home_as_microenvironment,air_quality,0.8158085346221924
rag,indoor moisture,Home_as_microenvironment,Indoor_air_purification,0.5253328680992126
rag,structural integrity,Built_in_environment,housing_quality,0.31792783737182617
rag,building materials,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.5013277530670166
rag,dampness,Built_in_environment,housing_quality,0.3097006678581238
rag,indoor mold,Exposure_to_pollutants_home,Indoor_mold_growth,0.9034552574157715
rag,poor housing quality,Built_in_environment,housing_quality,0.9118670225143433
rag,excessive heat,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.5182091593742371
rag,excessive cold,Respiratory_disease,Bronchitis,0.45820319652557373
non_rag,overcrowding,Local_community_infrastructre,Community_noise_pollution,0.39980751276016235
non_rag,inadequate ventilation,Exposure_to_pollutants_home,Poor_ventilation_effects,0.8661527037620544
non_rag,structural deterioration,Built_in_environment,housing_quality,0.44564196467399597
non_rag,radon infiltration,Home_as_microenvironment,Radon_Exposure_through_soil,0.7485398054122925
non_rag,asbestos-containing materials,Exposure_to_pollutants_home,Asbestos_Exposure_home,0.7328236699104309
non_rag,indoor particulate matter,Home_as_microenvironment,Indoor_air_purification,0.6119959354400635
non_rag,carbon monoxide accumulation,Exposure_to_pollutants_home,Carbon_monoxide_Exposure,0.8404114246368408
non_rag,pest infestation,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.5347743034362793
non_rag,noise intrusion,Exposure_to_pollutants_workplace,Industrial_noise_pollution,0.5847656726837158
non_rag,water leakage,Home_as_microenvironment,water_quality,0.4954373836517334
non_rag,inadequate natural lighting,Home_as_microenvironment,Poor_indoor_light_quality,0.6888538599014282
non_rag,volatile organic compound emissions,Trans_boundary_pollution,Organic_pollutants,0.7164405584335327
non_rag,substandard plumbing,Local_community_infrastructre,Lead_pipes_community,0.5014711022377014
non_rag,poor waste drainage,Local_community_infrastructre,Waste_managment_facility,0.5571123361587524
non_rag,contaminated household dust,At_the_Individual_level,Exposure_to_pollutants_home,0.5706185698509216
non_rag,insufficient heating,At_the_macroenvironmental_level,Indoor_heat_stress_in_workplace,0.42235639691352844
non_rag,excessive humidity,Home_as_microenvironment,air_quality,0.4552032947540283
non_rag,deteriorated flooring,Built_in_environment,housing_quality,0.3524571657180786
non_rag,unsafe stairways,At_the_macroenvironmental_level,Physical_safety_measures_in_workplace,0.39402326941490173
non_rag,roof leakage,Local_community_infrastructre,Erosion_in_irrigation_channels,0.2425098419189453
non_rag,poor air filtration,Home_as_microenvironment,air_quality,0.5933324694633484
non_rag,nonfunctional smoke alarms,Exposure_to_pollutants_home,Carbon_monoxide_Exposure,0.29976916313171387
non_rag,inadequate fire safety design,At_the_macroenvironmental_level,Physical_safety_measures_in_workplace,0.48852065205574036
non_rag,drinking water contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.7149267196655273
non_rag,unsealed building envelope,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.2550855278968811
non_rag,poor acoustic insulation,Home_as_microenvironment,Thermal_comfort_in_home,0.3585395812988281
non_rag,insufficient window sealing,Exposure_to_pollutants_home,Poor_ventilation_effects,0.30397510528564453
non_rag,inadequate shading,Home_as_microenvironment,Poor_indoor_light_quality,0.4926745891571045
non_rag,surface condensation,Trans_boundary_pollution,acid_rain,0.30681878328323364
non_rag,deteriorated wall materials,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.3357488512992859
non_rag,poor indoor air exchange,Home_as_microenvironment,Indoor_air_purification,0.7179356217384338
non_rag,residual pesticide contamination,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.7267793416976929
non_rag,uninsulated piping,Exposure_to_pollutants_workplace,Lead_pipes_workplace,0.42653143405914307
non_rag,structural moisture retention,Local_community_infrastructre,Erosion_in_irrigation_channels,0.3162929117679596
non_rag,inadequate stormwater drainage.,Home_as_microenvironment,water_quality,0.4512046277523041
