set,concept,best_cluster,best_endoh_label,best_similarity
rag,xenobiotic exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.4467972218990326
rag,chemical contamination,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.7456774711608887
rag,dietary chemical intake,Local_community_infrastructre,Access_to_nutritious_food,0.42808353900909424
rag,waterborne chemical exposure,Local_community_infrastructre,Contaminants_in_public_water_source,0.69791579246521
rag,airborne chemical exposure,At_the_Individual_level,Exposure_to_pollutants_workplace,0.6267437934875488
rag,cosmetic chemical exposure,At_the_Individual_level,Unregulated_cosmetic_use,0.6659231781959534
rag,personal-care product chemical exposure,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.6421882510185242
rag,plastic-associated chemical exposure,Home_as_microenvironment,Exposure_to_synthetic_materials,0.6406099796295166
rag,antimicrobial chemical exposure,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.5696617364883423
rag,air pollution,Home_as_microenvironment,air_quality,0.7948118448257446
rag,heavy metals,Exposure_to_toxins_home,Arsenic_drinking_Water,0.37587273120880127
rag,environmental neurotoxicants,At_the_Individual_level,Exposure_to_toxins_home,0.5596222877502441
rag,air pollutants,Home_as_microenvironment,air_quality,0.7410731315612793
rag,environmental contaminant exposures,At_the_Individual_level,Exposure_to_pollutants_home,0.7708160877227783
rag,chemical exposures,At_the_Individual_level,Exposure_to_pollutants_home,0.6657869219779968
rag,lead exposure,Exposure_to_pollutants_home,Lead_pipes_at_home,0.5641286969184875
rag,polycyclic aromatic hydrocarbon exposure,Trans_boundary_pollution,Organic_pollutants,0.5689289569854736
rag,pbde exposure,Home_as_microenvironment,Exposure_to_synthetic_materials,0.3666219115257263
rag,phthalate exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.49648550152778625
rag,pesticide exposure,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.9115524291992188
rag,neurotoxicant exposures,At_the_Individual_level,Exposure_to_toxins_home,0.5760462880134583
rag,synthetic chemical exposure,Home_as_microenvironment,Exposure_to_synthetic_materials,0.8414402008056641
non_rag,microplastic ingestion,Exposure_to_toxins_home,Microplastic_drinking_Water,0.79648357629776
non_rag,arsenic in groundwater,Exposure_to_toxins_home,Arsenic_drinking_Water,0.8262420892715454
non_rag,mercury bioaccumulation,Trans_boundary_pollution,Marine_pollution,0.3671591281890869
non_rag,cadmium in rice,Exposure_to_toxins_home,Arsenic_drinking_Water,0.3634147644042969
non_rag,bisphenol a exposure,At_the_Individual_level,Exposure_to_pollutants_home,0.47667455673217773
non_rag,formaldehyde off-gassing,Exposure_to_pollutants_workplace,Paint_chemical_inhalation,0.49826908111572266
non_rag,trichloroethylene contamination,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.47125911712646484
non_rag,perchloroethylene vapor intrusion,Trans_boundary_pollution,Organic_pollutants,0.33888211846351624
non_rag,nitrates in drinking water,Exposure_to_toxins_home,Arsenic_drinking_Water,0.48181796073913574
non_rag,brominated flame retardants,Local_community_infrastructre,Contaminants_in_public_water_source,0.42279258370399475
non_rag,organophosphate pesticide drift,Exposure_to_pollutants_workplace,Agriculture_pesticide_Exposure,0.5669113397598267
non_rag,chlorinated solvent exposure,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.592740535736084
non_rag,polycyclic aromatic hydrocarbon deposition,Trans_boundary_pollution,Organic_pollutants,0.47715258598327637
non_rag,diesel particulate matter,At_the_mesoenvironmental_level,Level_of_pollution,0.5026984214782715
non_rag,ozone formation by vocs,Trans_boundary_pollution,Ozone_Depeletion,0.5584448575973511
non_rag,radon infiltration,Home_as_microenvironment,Radon_Exposure_through_soil,0.7485398054122925
non_rag,asbestos fiber inhalation,Exposure_to_pollutants_home,Asbestos_Exposure_home,0.7449322938919067
non_rag,manganese in well water,Home_as_microenvironment,water_quality,0.4465830624103546
non_rag,uranium contamination,Local_community_infrastructre,Contaminants_in_public_water_source,0.4608597755432129
non_rag,benzene exposure,At_the_Individual_level,Exposure_to_pollutants_workplace,0.4998283088207245
non_rag,styrene emissions,Trans_boundary_pollution,Organic_pollutants,0.47342103719711304
non_rag,carbon monoxide poisoning,Exposure_to_pollutants_home,Carbon_monoxide_Exposure,0.8294216394424438
non_rag,fluoride overexposure,Trans_boundary_pollution,Ozone_Depeletion,0.30066460371017456
non_rag,chromium vi contamination,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.42843097448349
non_rag,pcb bioaccumulation,At_the_global_level,Bio_diversity_loss,0.31688570976257324
non_rag,ethylene oxide emissions,Trans_boundary_pollution,Organic_pollutants,0.46707767248153687
non_rag,hydrogen sulfide release,At_the_global_level,Ocean_acidification,0.317135751247406
non_rag,ammonium perchlorate residues,Trans_boundary_pollution,Organic_pollutants,0.32645225524902344
non_rag,cyanotoxin contamination,At_the_Individual_level,Exposure_to_toxins_home,0.4658692181110382
non_rag,sulfur dioxide exposure,Exposure_to_pollutants_home,Carbon_monoxide_Exposure,0.5823496580123901
non_rag,formalin vapor exposure,Home_as_microenvironment,Exposure_to_synthetic_materials,0.4251871407032013
non_rag,acetone solvent exposure,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.45174139738082886
non_rag,toluene inhalation,Exposure_to_pollutants_workplace,Paint_chemical_inhalation,0.5655927062034607
non_rag,xylene exposure,Home_as_microenvironment,Exposure_to_synthetic_materials,0.42960992455482483
non_rag,antimony dust inhalation,Exposure_to_pollutants_workplace,Construction_dust_hazrad,0.4836764931678772
non_rag,nickel refinery emissions,At_the_mesoenvironmental_level,Level_of_pollution,0.39542099833488464
non_rag,cobalt nanoparticle exposure,Exposure_to_pollutants_home,Carbon_monoxide_Exposure,0.4674170911312103
non_rag,titanium dioxide nanoparticle exposure,Home_as_microenvironment,Exposure_to_synthetic_materials,0.4205121099948883
non_rag,microcystin contamination,Exposure_to_toxins_home,Microplastic_drinking_Water,0.3816624879837036
non_rag,endocrine-disrupting chemical mixtures.,Exposure_to_pollutants_home,Cleaning_chemical_risk,0.39514005184173584
